0,100000
1,100000
2,100000
3,100000
4,100000
5,100000
6,100000
7,100000
8,100000
9,100000
10,100000
11,100000
12,100000
13,100000
14,100000
15,100000
16,100000
17,100000
18,100000
19,100000
20,100000
21,100000
22,100000
23,100000
24,100000
25,100000
26,100000
27,100000
28,100000
29,100000
30,100000
31,100000
32,100000
33,100000
34,100000
35,100000
36,100000
37,100000
38,100000
39,100000
40,100000
41,100000
42,100000
43,100000
44,100000
45,100000
46,100000
47,100000
48,100000
49,100000
50,100000
51,100000
52,100000
53,100000
54,100000
55,100000
56,100000
57,100000
58,100000
59,100000
60,100000
61,100000
62,100000
63,100000
64,100000
65,100000
66,100000
67,100000
68,100000
69,100000
70,100000
71,100000
72,100000
73,100000
74,100000
75,100000
76,100000
77,100000
78,100000
79,100000
80,100000
81,100000
82,100000
83,100000
84,100000
85,100000
86,100000
87,100000
88,100000
89,100000
90,100000
91,100000
92,100000
93,100000
94,100000
95,100000
96,100000
97,100000
98,100000
99,100000
100,100000
101,100000
102,100000
103,100000
104,100000
105,100000
106,100000
107,100000
108,100000
109,100000
110,100000
111,100000
112,100000
113,100000
114,100000
115,100000
116,100000
117,100000
118,100000
119,100000
120,100000
121,100000
122,100000
123,100000
124,100000
125,100000
126,100000
127,100000
128,100000
129,100000
130,100000
131,100000
132,100000
133,100000
134,100000
135,100000
136,100000
137,100000
138,100000
139,100000
140,100000
141,100000
142,100000
143,100000
144,100000
145,100000
146,100000
147,100000
148,100000
149,100000
150,100000
151,100000
152,100000
153,100000
154,100000
155,100000
156,100000
157,100000
158,100000
159,100000
160,100000
161,100000
162,100000
163,100000
164,100000
165,100000
166,100000
167,100000
168,100000
169,100000
170,100000
171,100000
172,100000
173,100000
174,100000
175,100000
176,100000
177,100000
178,100000
179,100000
180,100000
181,100000
182,100000
183,100000
184,100000
185,100000
186,100000
187,100000
188,100000
189,100000
190,100000
191,100000
192,100000
193,100000
194,100000
195,100000
196,100000
197,100000
198,100000
199,100000
200,100000
201,100000
202,100000
203,100000
204,100000
205,100000
206,100000
207,100000
208,100000
209,100000
210,100000
211,100000
212,100000
213,100000
214,100000
215,100000
216,100000
217,100000
218,100000
219,100000
220,100000
221,100000
222,100000
223,100000
224,100000
225,100000
226,100000
227,100000
228,100000
229,100000
230,100000
231,100000
232,100000
233,100000
234,100000
235,100000
236,100000
237,100000
238,100000
239,100000
240,100000
241,100000
242,100000
243,100000
244,100000
245,100000
246,100000
247,100000
248,100000
249,100000
250,100000
251,100000
252,100000
253,100000
254,100000
255,100000
256,100000
257,100000
258,100000
259,100000
260,100000
261,100000
262,100000
263,100000
264,100000
265,100000
266,100000
267,100000
268,100000
269,100000
270,100000
271,100000
272,100000
273,100000
274,100000
275,100000
276,100000
277,100000
278,100000
279,100000
280,100000
281,100000
282,100000
283,100000
284,100000
285,100000
286,100000
287,100000
288,100000
289,100000
290,100000
291,100000
292,100000
293,100000
294,100000
295,100000
296,100000
297,100000
298,100000
299,100000
300,100000
301,100000
302,100000
303,100000
304,100000
305,100000
306,100000
307,100000
308,100000
309,100000
310,100000
311,100000
312,100000
313,100000
314,100000
315,100000
316,100000
317,100000
318,100000
319,100000
320,100000
321,100000
322,100000
323,100000
324,100000
325,100000
326,100000
327,100000
328,100000
329,100000
330,100000
331,100000
332,100000
333,100000
334,100000
335,100000
336,100000
337,100000
338,100000
339,100000
340,100000
341,100000
342,100000
343,100000
344,100000
345,100000
346,100000
347,100000
348,100000
349,100000
350,100000
351,100000
352,100000
353,100000
354,100000
355,100000
356,100000
357,100000
358,100000
359,100000
360,100000
361,100000
362,100000
363,100000
364,100000
365,100000
366,100000
367,100000
368,100000
369,100000
370,100000
371,100000
372,100000
373,100000
374,100000
375,100000
376,100000
377,100000
378,100000
379,100000
380,100000
381,100000
382,100000
383,100000
384,100000
385,100000
386,100000
387,100000
388,100000
389,100000
390,100000
391,100000
392,100000
393,100000
394,100000
395,100000
396,100000
397,100000
398,100000
399,100000
400,100000
401,100000
402,100000
403,100000
404,100000
405,100000
406,100000
407,100000
408,100000
409,100000
410,100000
411,100000
412,100000
413,100000
414,100000
415,100000
416,100000
417,100000
418,100000
419,100000
420,100000
421,100000
422,100000
423,100000
424,100000
425,100000
426,100000
427,100000
428,100000
429,100000
430,100000
431,100000
432,100000
433,100000
